"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"3605","RT @IFTVofficial: This restaurant in Milano gave Mauro Icardi a desert with ""Forza Napoli"" written on it <ed><a0><bd><ed><b8><82> https://t.co/11fBFSWz7C",30,FALSE,FALSE,"978162558694776832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 06:51:42 +0000 2018",NA,NA,"en",1,FALSE,"Helsingborg","277245628",NA,TRUE,"Tue Apr 05 00:20:04 +0000 2011",7198,91,5315,FALSE,NA,"LaleKrso","Greenland","en",-7200,395,"lalekrso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3616","RT @_sphnx: Walked into a restaurant today and the lights in the whole restaurant went off &amp; on then everyone turned to look at me <ed><a0><bd><ed><b1><80> Energy<e2><80><a6>",22,FALSE,FALSE,"978162634502606848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",FALSE,"Mon Mar 26 06:52:00 +0000 2018",NA,NA,"en",13,FALSE,"Houston, TX","236127530","Life is Good!! I Am Moorish-American... Listen & Observe... Roar like a Lion... TLC 13Love Community<U+2122>.. Return of 9.13 Ancient Ones<U+2122>",FALSE,"Sun Jan 09 21:38:07 +0000 2011",32273,832,11034,FALSE,NA,"Micheal A.R Bey<U+2122>","Mountain Time (US & Canada)","en",-21600,392,"Super13Mike",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3619","On l'a d<c3><a9>j<c3><a0> bien remarqu<c3><a9>, au restaurant, manger #sansgluten co<c3><bb>te plus cher ! <ed><a0><bd><ed><b2><b8>  Mais est-ce normal ? Doit-on acce<e2><80><a6> https://t.co/X8m3jEdpMm",0,FALSE,TRUE,"978162650256433152",NA,"<a href=""http://moringanutrition.fr"" rel=""nofollow"">MNBot</a>",FALSE,"Mon Mar 26 06:52:03 +0000 2018",NA,NA,"fr",1396,FALSE,"Paris","3077961533","Le #moringa La plante la plus nutritive au monde",FALSE,"Sat Mar 07 19:49:52 +0000 2015",100957,2361,81,FALSE,"http://www.moringanutrition.fr","Moringa Nutrition",NA,"fr",NA,77,"moringa_fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/978162650256433152","https://t.co/X8m3jEdpMm"
"3622","RT @wongderful95: Another OngNiel date tea<ed><a0><bc><ed><bd><b5>  OP said Ong and Daniel went to Black Pork Restaurant two weeks ago. OP said Ong Seongwu is a v<e2><80><a6>",105,FALSE,FALSE,"978162668686131200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 06:52:08 +0000 2018",NA,NA,"en",0,FALSE,"OI I    I  OI I   I I","863550576570679296","<U+C6B0><U+C8FC><U+CC98><U+B7FC> <U+C6B0><U+B9AC> <U+B871><U+B7F0><U+D558><U+C790>!",FALSE,"Sun May 14 00:24:36 +0000 2017",61927,127,5004,FALSE,NA,"<U+B204><U+C57C><U+30FB><U+B5B5><U+C6B0><ed><U+00A0><U+00BC><ed><U+00BD><U+00AD><ed><U+00A0><U+00BD><ed><U+00B0><U+00BF><U+FE0F>",NA,"en",NA,266,"ongzarella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3633","RT @mondodr: #TheCampbell makes the #mondodrawards18 Bar &amp; Restaurant shortlist, sponsored by @americandj <e2><9c><a8><c2><a0>https://t.co/Dd4GsHCLqG https:/<e2><80><a6>",2,FALSE,FALSE,"978162754912694273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Mar 26 06:52:28 +0000 2018",NA,NA,"en",28,FALSE,"Firenze","1055101466","Ultra-compact, powerful pro audio solutions #madeinitaly #unique #artofinnovating",FALSE,"Wed Jan 02 13:25:26 +0000 2013",831,1328,763,FALSE,"http://www.k-array.com","K-array","Rome","en",7200,1713,"K_array_systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://mondodrawards.com/portfolio/campbell-apartment/","https://t.co/Dd4GsHCLqG"
"3651","Today is monday, i dont do monday <ed><a0><bd><ed><b8><aa> @ Afi Seafood Restaurant https://t.co/zrOANIOfqn",0,FALSE,FALSE,"978162888278863872",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Mon Mar 26 06:53:00 +0000 2018",NA,NA,"en",4,FALSE,"Ampang","463520996","All is well <ed><U+00A0><U+00BC><ed><U+00BD><U+0082>",TRUE,"Sat Jan 14 05:49:04 +0000 2012",37059,726,4312,FALSE,NA,"M<U+039B><U+039B><U+263A>","Kuala Lumpur","en",28800,298,"MuhamadAzwarr","MY","Malaysia","admin","Ulu Langat, Selangor",NA,NA,3.0753265,101.844167,3.1435017,101.7750433,"https://www.instagram.com/p/Bgxu1m5Bael/","https://t.co/zrOANIOfqn"
"3676","Probably petty but it<e2><80><99>s a deal breaker for me <ed><a0><bd><ed><b8><82> https://t.co/5qkATc2MIg",0,FALSE,FALSE,"978163011713142784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 06:53:30 +0000 2018",NA,NA,"en",14,FALSE,"Cincinnati","42479788","Expect me like you expect Jesus to come back. Expect me. I'm coming. Walnut Hills c/o 2011, MSJ '16. BSN,RN. PLL: Pretty Little Lame",TRUE,"Mon May 25 20:25:19 +0000 2009",60227,382,24422,FALSE,NA,"a saditty snack.","Eastern Time (US & Canada)","en",-14400,270,"inayellowjuly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/chickencoleman/status/978127752296476672","https://t.co/5qkATc2MIg"
"3682","RT @BuzzFeed: This restaurant serves you wine in baby bottles <ed><a0><bc><ed><bd><b7> https://t.co/vcMEQWptox",325,FALSE,FALSE,"978163036534927361",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 06:53:35 +0000 2018",NA,NA,"en",0,FALSE,NA,"860331172848467968",NA,FALSE,"Fri May 05 03:11:50 +0000 2017",22022,285,30164,FALSE,NA,"perla <ed><U+00A0><U+00BC><ed><U+00BC><U+00BB>",NA,"en",NA,254,"perlalalatina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3684","@tomdoorley @LocksRestaurant Love reading Catherine Cleary restaurant reviews <ed><a0><bd><ed><b1><a8><ed><a0><bc><ed><bf><bb><e2><80><8d><ed><a0><bc><ed><bd><b3>",0,FALSE,FALSE,"978163040733618176","tomdoorley","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 06:53:36 +0000 2018","978019779092115456","35883120","en",8,FALSE,"belfast","3056074127","lover of fine food and wine Chef for 40 + years !",TRUE,"Mon Feb 23 15:07:22 +0000 2015",2265,659,11811,FALSE,NA,"Brian Mcmillan",NA,"en-GB",NA,1217,"Mcmillanchef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3689","I<e2><80><99>m so drunk I called my boss and asked if I work tomorrow but our restaurant is closed every monday<ed><a0><bd><ed><b8><a9> fuck me lol idiot",0,FALSE,FALSE,"978163065689538561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 06:53:42 +0000 2018",NA,NA,"en",0,FALSE,NA,"1652529109","<U+201C>I match energy, so u decide how we<U+2019>re gonna act<U+201D> // Hawaii<ed><U+00A0><U+00BC><ed><U+00BC><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>",TRUE,"Wed Aug 07 09:24:30 +0000 2013",3924,555,1817,FALSE,NA,"jahfrey akina",NA,"en",NA,186,"jah_akina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3712","RT @BecauseGus: On l'a d<c3><a9>j<c3><a0> bien remarqu<c3><a9>, au restaurant, manger #sansgluten co<c3><bb>te plus cher ! <ed><a0><bd><ed><b2><b8>  Mais est-ce normal ? Doit-on accepter cet<e2><80><a6>",1,FALSE,FALSE,"978163237974937603",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Mar 26 06:54:23 +0000 2018",NA,NA,"fr",94,FALSE,"Wanderlust","772927430851981312","Ma<U+00EE>tre & Enseignant #Reiki <U+2573> Th<U+00E9>rapeute #AccessBarsConsciousness<U+00AE> <U+2573> Auteur - Blogueur - Conf<U+00E9>rencier #Montpellier #MedecineAlternative #BienEtre",TRUE,"Mon Sep 05 22:40:34 +0000 2016",2441,890,1836,FALSE,"http://www.zenergies.cool","Aymeric.G","Pacific Time (US & Canada)","fr",-25200,486,"EnergiesZen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3714","he must be really loves ong... he kept mentioning ong for many times.. <ed><a0><bd><ed><b8><82> https://t.co/qFivf2Fri6",0,FALSE,FALSE,"978163255972515840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Mar 26 06:54:28 +0000 2018",NA,NA,"en",0,FALSE,NA,"958534429755940864",NA,FALSE,"Wed Jan 31 02:56:31 +0000 2018",798,29,777,FALSE,NA,"DanielK",NA,"id",NA,39,"febydwi300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/omgong_0825/status/978157963142574080","https://t.co/qFivf2Fri6"
"3716","RT @MauKerjaMY: #hotjobMK  <ed><a0><bd><ed><b2><bc> Chef Assistant / Cashier / Head Chef / Restaurant Manager <ed><a0><bc><ed><bf><a2> Qsha Trading (M) Sdn Bhd <ed><a0><bd><ed><b2><b0> Above RM 2,300 <ed><a0><bd><ed><b7><ba><ef><b8><8f> Kuala<e2><80><a6>",1,FALSE,FALSE,"978163277447421952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 06:54:33 +0000 2018",NA,NA,"en",0,FALSE,"ShakleeIndependentDistributor","973803124166156288","May you always do what you are afraid to do <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",TRUE,"Wed Mar 14 06:08:51 +0000 2018",2120,35,0,FALSE,NA,"me",NA,"en",NA,58,"enneffkayy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3729","RT @BuzzFeed: This restaurant serves you wine in baby bottles <ed><a0><bc><ed><bd><b7> https://t.co/vcMEQWptox",326,FALSE,FALSE,"978163361002196992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 06:54:53 +0000 2018",NA,NA,"en",9,FALSE,"Dubai in South Africa","441063551","reoagile is a person who hates people who talk about themselves in the third person <ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>",FALSE,"Mon Dec 19 18:09:26 +0000 2011",16657,235,1962,FALSE,NA,"<ed><U+00A0><U+00BE><ed><U+00B4><U+0093>REOAGILE<ed><U+00A0><U+00BD><ed><U+00B8><U+009B>","Pacific Time (US & Canada)","en",-25200,211,"_reoagile_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3760","RT @KTOManila: Taste premium Korean beef tripe at Jangbaksa Yanggopchang, a designated exemplary restaurant in Busan  <ed><a0><bc><ed><bd><bd><ed><a0><be><ed><b4><a4><ed><a0><bd><ed><b8><8b> #VisitKorea #KFoo<e2><80><a6>",5,FALSE,FALSE,"978163567785533442",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 06:55:42 +0000 2018",NA,NA,"tl",2,FALSE,"Quezon City, Philippines","66306724","You are you, I am me |

Let's keep trying till we can't do it anymore |

Sophia Flowing Purple Snow Cherry <ed><U+00A0><U+00BD><ed><U+00B1><U+00A9>",TRUE,"Mon Aug 17 07:57:57 +0000 2009",16266,254,8736,FALSE,NA,"<ed><U+00A0><U+00BD><ed><U+00B2><U+009C>ChimChimWifeu<ed><U+00A0><U+00BD><ed><U+00B2><U+0099>","Hong Kong","en",28800,578,"joanbrahms",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3791","RT @BuzzFeed: This restaurant serves you wine in baby bottles <ed><a0><bc><ed><bd><b7> https://t.co/vcMEQWptox",327,FALSE,FALSE,"978163786640224256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 06:56:34 +0000 2018",NA,NA,"en",4,FALSE,"Whitley Bay, England","38390885","Pie eating, Rosie meeting, audit cheating, mountain beating, turn off the heating, giving it large, his dad is the sarge, People's Champ Mcgeorge",TRUE,"Thu May 07 07:30:51 +0000 2009",21545,604,21,FALSE,NA,"Name cannot be blank","Hawaii","en",-36000,2161,"allymcgeorge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3796","RT @wongderful95: Another OngNiel date tea<ed><a0><bc><ed><bd><b5>  OP said Ong and Daniel went to Black Pork Restaurant two weeks ago. OP said Ong Seongwu is a v<e2><80><a6>",106,FALSE,FALSE,"978163814716735490",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 06:56:41 +0000 2018",NA,NA,"en",0,FALSE,"Bangkok, Thailand","940718856942665728","<U+0E40><U+0E1B><U+0E34><U+0E14><U+0E21><U+0E32><U+0E40><U+0E1E><U+0E37><U+0E48><U+0E2D><U+0E2B><U+0E27><U+0E35><U+0E14><U+0E19><U+0E49><U+0E2D><U+0E07><U+0E0B><U+0E2D><U+0E07><U+0E2D><U+0E39><U+0E04><U+0E19><U+0E19><U+0E48><U+0E32><U+0E23><U+0E31><U+0E01><U+0E41><U+0E25><U+0E30><U+0E04><U+0E38><U+0E13><U+0E04><U+0E31><U+0E07><U+0E41><U+0E14><U+0E19><U+0E04><U+0E19><U+0E40><U+0E17><U+0E48> <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>
<U+0E04><U+0E27><U+0E32><U+0E21><U+0E2A><U+0E38><U+0E02><U+0E02><U+0E2D><U+0E07><U+0E1E><U+0E35><U+0E48><U+0E04><U+0E37><U+0E2D><U+0E40><U+0E19><U+0E35><U+0E22><U+0E25><U+0E2D><U+0E07> *<U+0E23><U+0E31><U+0E01>*",FALSE,"Tue Dec 12 23:03:48 +0000 2017",1997,14,106,FALSE,NA,"<U+0E19><U+0E49><U+0E2D><U+0E07><U+0E15><U+0E2D><U+0E07><U+0E2D><U+0E39><U+0E19><U+0E48><U+0E32><U+0E23><U+0E31><U+0E01><U+0E08><U+0E31><U+0E07><U+0E40><U+0E22><U+0E22><U+0E04><U+0E31><U+0E1A><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> D-9",NA,"en",NA,78,"MylovelyOngsw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3798","Complimentary cake from the restaurant <ed><a0><bd><ed><b2><95> https://t.co/dLVtRxln8I",0,FALSE,FALSE,"978163816520232960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 06:56:41 +0000 2018",NA,NA,"en",7,FALSE,"Disneyland","768094022015471616","EXO-L | Baekhyun's voice | @parkingfare for Chanbaek fic | I do GAs sometimes | Eng <U+4E2D><U+6587> <U+65E5><U+672C><U+8A9E> <U+D55C><U+AD6D><U+C5B4> Espa<U+00F1>ol | Ravenclaw <ed><U+00A0><U+00BE><ed><U+00B6><U+0085> | Drama <ed><U+00A0><U+00BD><ed><U+00B1><U+0091>",FALSE,"Tue Aug 23 14:34:20 +0000 2016",4371,1222,971,FALSE,"https://archiveofourown.org/users/baekingneeds/profile","[GA pinned] what is bobohu",NA,"en",NA,73,"baekingneeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3820","Book your table for the Easter weekend! <ed><a0><bc><ed><bc><9f> Come and relax in our beautiful restaurant this long<e2><80><a6> https://t.co/gU7UTLBbEK",0,FALSE,FALSE,"978163985441751040",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Mon Mar 26 06:57:22 +0000 2018",NA,NA,"en",69,FALSE,"Waterloo / Southbank, London ","283986471","In a converted carriage works in Southwark, Baltic specialises in Eastern European delicacies & naturally infused flavoured vodkas.",TRUE,"Mon Apr 18 12:00:11 +0000 2011",1911,1257,570,FALSE,"http://www.balticrestaurant.co.uk","Baltic Restaurant","London","en",3600,792,"BalticLondon","GB","United Kingdom","city","Camberwell, London",NA,NA,51.464686,-0.0706035,51.5034914,-0.104794,"https://www.instagram.com/p/BgxvVchDRk8/","https://t.co/gU7UTLBbEK"
"3850","RT @xcsaraxc: Eyfet in :  Night club <e2><9c><94><ef><b8><8f> Hotel <e2><9c><94><ef><b8><8f> Restaurant <e2><9c><94><ef><b8><8f> Bookstore <e2><9c><94><ef><b8><8f> Coffee shop <e2><9c><94><ef><b8><8f> Fighting Square <e2><9c><94><ef><b8><8f> What is next <ed><a0><bd><ed><b8><8e><e2><9d><93> #BurakSevin<c3><a7><e2><80><a6>",12,FALSE,FALSE,"978164149594263552",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Mon Mar 26 06:58:01 +0000 2018",NA,NA,"en",0,FALSE,"Turkey","836581534429773824",NA,TRUE,"Tue Feb 28 14:19:15 +0000 2017",15318,26,7369,FALSE,NA,"Imy",NA,"en",NA,64,"Imysevdam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3874","RT @hrsteveholmes: <ed><a0><bd><ed><b9><8c><ed><a0><bc><ed><bf><bb> HUGE Thanks to @ziyarestaurant who have kindly donated a 3 course meal for two as a prize in our raffle for @SMH_GynM<e2><80><a6>",4,FALSE,FALSE,"978164375935741952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 06:58:55 +0000 2018",NA,NA,"en",2,FALSE,"Manchester, England","20193039","HR Business Partner @ Saint Mary's Hospital",FALSE,"Thu Feb 05 21:53:06 +0000 2009",1016,123,3822,FALSE,NA,"rowan fawcett",NA,"en",NA,219,"rowanfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3887","RT @JeffreeStar: Had to stop in #Visalia and have dinner at my favorite restaurant downtown <ed><a0><bd><ed><b4><a5> https://t.co/tdK4Tgevlk",238,FALSE,FALSE,"978164451458215936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 06:59:13 +0000 2018",NA,NA,"en",0,FALSE,"Visalia, CA","959297504931078144","My life is filled with excitement I love my one and only daughter Lilah Marie Florez Taken<ed><U+00A0><U+00BE><ed><U+00B5><U+00A8> Michael Florez",FALSE,"Fri Feb 02 05:28:42 +0000 2018",4,3,1,FALSE,NA,"Amber_Al3rt",NA,"en",NA,10,"AAl3rt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3902","RT @CourtesanAnna: Off out for dinner .... with the husband <ed><a0><bd><ed><b8><9c> think it could flashing photo time and naughty pics after ... are you ready ?<e2><80><a6>",29,FALSE,FALSE,"978164629082923008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 06:59:55 +0000 2018",NA,NA,"en",0,FALSE,NA,"961571406751436800",NA,FALSE,"Thu Feb 08 12:04:23 +0000 2018",1579,22,4183,FALSE,NA,"Titoboy",NA,"fr",NA,172,"Titoboy04531837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3924","RT @wongderful95: Another OngNiel date tea<ed><a0><bc><ed><bd><b5>  OP said Ong and Daniel went to Black Pork Restaurant two weeks ago. OP said Ong Seongwu is a v<e2><80><a6>",107,FALSE,FALSE,"978164695453515776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Mon Mar 26 07:00:11 +0000 2018",NA,NA,"en",4,FALSE,NA,"2370621968","everyday w/u ( <U+00B7><U+2022><U+FE20><U+203F><U+2022><U+FE21> ) <U+2665> (<U+2022><U+0300> .<U+032B> <U+2022><U+0301>:<U+00B7><U+FF09>",TRUE,"Mon Mar 03 16:04:28 +0000 2014",79116,19,17606,FALSE,NA,"DNSW","Bangkok","en-gb",25200,675,"twxntx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3962","RT @IP_man2018: Restaurant in Tanhualin, Wuhan: Those who successfully vote for Lou Zibo will get a discount <ed><a0><bd><ed><b8><82> #LouZibo #<e5><a8><84><e6><bb><8b><e5><8d><9a> #IdolProducer<e2><80><a6>",43,FALSE,FALSE,"978164830522654720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 07:00:43 +0000 2018",NA,NA,"en",3,FALSE,NA,"2841314683","<U+0E51><U+0E56><U+0E50><U+0E52><U+0E51><U+0E54> <U+2022> 180204 <U+2022> <U+0E23><U+0E35><U+0E17><U+0E27><U+0E34><U+0E15><U+0E40><U+0E22><U+0E2D><U+0E30><U+0E21><U+0E32><U+0E01><U+0E04><U+0E48><U+0E32> <U+0E40><U+0E02><U+0E35><U+0E22><U+0E19><U+0E0A><U+0E37><U+0E48><U+0E2D><U+0E1C><U+0E2D><U+0E44><U+0E21><U+0E48><U+0E1E><U+0E2D><U+0E41><U+0E25><U+0E49><U+0E27><U+0E04><U+0E48><U+0E32>",TRUE,"Sun Oct 05 12:35:16 +0000 2014",82474,145,949,FALSE,"https://ask.fm/meenikba","<U+0E04><U+0E34><U+0E14><U+0E16><U+0E36><U+0E07><U+0E19><U+0E49><U+0E2D><U+0E07><U+0E41><U+0E0B><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21><U+0E21>",NA,"en",NA,596,"dreamyoumsk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3980","Pretty sure this is Breaking and Entering lmaoooo <ed><a0><bd><ed><b8><82><ed><a0><bd><ed><b8><82> https://t.co/zrHYGxlimi",0,FALSE,FALSE,"978164900215377920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 07:01:00 +0000 2018",NA,NA,"en",1,FALSE,"Houston,TX","1093920739","UH 20<U+2019> Clout Chaser",TRUE,"Wed Jan 16 02:44:25 +0000 2013",12201,240,23385,FALSE,NA,"MOE","Pacific Time (US & Canada)","en",-25200,217,"moesafie","US","United States","city","Houston, TX",NA,NA,29.838495,-95.4464865,NA,NA,"https://twitter.com/therealskitzz/status/977253095322411009","https://t.co/zrHYGxlimi"
"4010","<ed><a0><bd><ed><b2><87><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>??? <ed><a0><be><ed><b4><94> https://t.co/CLJo6jjrFR",0,FALSE,FALSE,"978165026690285568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 07:01:30 +0000 2018",NA,NA,"und",3,FALSE,"Mnl","3083562553","im doing gooooood",TRUE,"Sun Mar 15 05:07:26 +0000 2015",27305,982,26479,FALSE,NA,"jorja","Pacific Time (US & Canada)","en",-25200,556,"KRYZSHXLMAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/lwsgmedia/status/978121662972547072","https://t.co/CLJo6jjrFR"
"4011","@chara_sademm @En_Nur_1453 Aceleye gerek yok iyice doy <ed><a0><bd><ed><b8><84>  Restaurant yan<c4><b1>na spor salonuda a<c3><a7><c4><b1>caz orada s<c4><b1>k<c4><b1>nt<c4><b1> yok<ed><a0><bd><ed><b8><84><e2><80><a6> https://t.co/nAZK20tNfs",0,FALSE,TRUE,"978165027831209984","chara_sademm","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Mon Mar 26 07:01:30 +0000 2018","978164390980702208","1612984357","tr",30,FALSE,"Yalova, T<U+00FC>rkiye","2905177678","<U+0130>ncitti<U+011F>iniz insan<U+0131>n ve k<U+0131>rd<U+0131><U+011F><U+0131>n<U+0131>z g<U+00F6>nI<U+00FC>n bedduas<U+0131>ndan korkun. Hz. Muhammed (sav)",FALSE,"Thu Dec 04 14:44:43 +0000 2014",17404,41868,20001,FALSE,"http://google.com.tr","ASLISI HACEG<U+00C2>NTT","Kyiv","tr",10800,38291,"sessizceozlemek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://twitter.com/i/web/status/978165027831209984","https://t.co/nAZK20tNfs"
"4024","RT @FaZeRug: There was a fan watching my videos next to me at a restaurant and he had no idea I was sitting right behind him <ed><a0><bd><ed><b8><82> https://t.co<e2><80><a6>",1018,FALSE,FALSE,"978165098249445376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Mon Mar 26 07:01:47 +0000 2018",NA,NA,"en",43,FALSE,"Dans un bourbier ou <U+00E0> la salle","556183950","#RipCity | D.O.L.L.A | Bubba Chuck is the GOAT | President Carter X Rozaaayyyy",TRUE,"Tue Apr 17 16:34:20 +0000 2012",48709,574,7151,FALSE,NA,"ROHFF","Paris","fr",7200,190,"aridteach_",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4045","This restaurant serves you wine in baby bottles <ed><a0><bc><ed><bd><b7> https://t.co/BbyFmxthWn",0,FALSE,FALSE,"978165224585998336",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",FALSE,"Mon Mar 26 07:02:17 +0000 2018",NA,NA,"en",46,FALSE,"Global","1658330929","Amamos a los influencers tanto como t<U+00FA> a Netflix.

Reposting bot.",TRUE,"Fri Aug 09 18:02:25 +0000 2013",123492,568,2050,FALSE,NA,"Snapsty LATAM","Buenos Aires","es",-10800,251,"SNAPSTY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4047","Dinner with my favorite people <e2><9d><a4><ef><b8><8f> @ Restaurant Bruschetta Zadar https://t.co/1Q0C71I7No",0,FALSE,FALSE,"978165228956463104",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Mon Mar 26 07:02:18 +0000 2018",NA,NA,"en",32,FALSE,"Phoenix, AZ","816107016","Legal stuff and documents for your needs. Healthy food,  good wine, outdoors, great conversations and photography.",TRUE,"Mon Sep 10 21:55:52 +0000 2012",6187,358,1875,FALSE,"http://www.anthemparalegal.me","Debbie Marinovic","Arizona","en",-25200,392,"debbiemarinovic","HR","Republic of Croatia","country","Republic of Croatia",NA,NA,44.4663285,16.4688705,44.11383,15.22488,"https://www.instagram.com/p/Bgxv5mxHJIM/","https://t.co/1Q0C71I7No"
